Code,Year,"Share of population in poverty ($3 a day, 2021 prices)",Population (historical),World regions according to OWID
ASM,1920,,8963,
ASM,1930,,10756,
ASM,1940,,12908,
ASM,1950,,19070,
ASM,1951,,19450,
ASM,1952,,19576,
ASM,1953,,19691,
ASM,1954,,19782,
ASM,1955,,19877,
ASM,1956,,19960,
ASM,1957,,19983,
ASM,1958,,19950,
ASM,1959,,19931,
ASM,1960,,20159,
ASM,1961,,20686,
ASM,1962,,21317,
ASM,1963,,21992,
ASM,1964,,22692,
ASM,1965,,23429,
ASM,1966,,24157,
ASM,1967,,24891,
ASM,1968,,25629,
ASM,1969,,26393,
ASM,1970,,27052,
ASM,1971,,27556,
ASM,1972,,28019,
ASM,1973,,28465,
ASM,1974,,28896,
ASM,1975,,29407,
ASM,1976,,29981,
ASM,1977,,30543,
ASM,1978,,31098,
ASM,1979,,31632,
ASM,1980,,32427,
ASM,1981,,33606,
ASM,1982,,34937,
ASM,1983,,36291,
ASM,1984,,37690,
ASM,1985,,39128,
ASM,1986,,40588,
ASM,1987,,42095,
ASM,1988,,43634,
ASM,1989,,45207,
ASM,1990,,46659,
ASM,1991,,47903,
ASM,1992,,49054,
ASM,1993,,50178,
ASM,1994,,51273,
ASM,1995,,52339,
ASM,1996,,53378,
ASM,1997,,54385,
ASM,1998,,55354,
ASM,1999,,56267,
ASM,2000,,56877,
ASM,2001,,57072,
ASM,2002,,57081,
ASM,2003,,56988,
ASM,2004,,56841,
ASM,2005,,56638,
ASM,2006,,56391,
ASM,2007,,56134,
ASM,2008,,55848,
ASM,2009,,55542,
ASM,2010,,55246,
ASM,2011,,54917,
ASM,2012,,54506,
ASM,2013,,54026,
ASM,2014,,53489,
ASM,2015,,52896,
ASM,2016,,52260,
ASM,2017,,51605,
ASM,2018,,50927,
ASM,2019,,50230,
ASM,2020,,49779,
ASM,2021,,49249,
ASM,2022,,48365,
ASM,2023,,47544,Oceania
,1950,,335791496,
,1951,,342809279,
,1952,,350086867,
,1953,,357599609,
,1954,,365377091,
,1955,,373407276,
,1956,,381692163,
,1957,,390249080,
,1958,,398992351,
,1959,,408077039,
,1960,,417520523,
,1961,,427225742,
,1962,,437118236,
,1963,,447027459,
,1964,,456963600,
,1965,,466843178,
,1966,,476580530,
,1967,,486190006,
,1968,,495698218,
,1969,,505217480,
,1970,,515080521,
,1971,,525203247,
,1972,,535104029,
,1973,,544799461,
,1974,,554515598,
,1975,,564296858,
,1976,,574121361,
,1977,,584093311,
,1978,,594231921,
,1979,,604509081,
,1980,,614995559,
,1981,,625567978,
,1982,,636207174,
,1983,,646988452,
,1984,,657807334,
,1985,,668598299,
,1986,,679322517,
,1987,,690036435,
,1988,,700864741,
,1989,,711800736,
,1990,,723167029,
,1991,,734827529,
,1992,,746446435,
,1993,,757897506,
,1994,,769066719,
,1995,,780097788,
,1996,,790984090,
,1997,,801748680,
,1998,,812545221,
,1999,,823277582,
,2000,,833823329,
,2001,,844243626,
,2002,,854486140,
,2003,,864557890,
,2004,,874538474,
,2005,,884494788,
,2006,,894470073,
,2007,,904530240,
,2008,,914594515,
,2009,,924521281,
,2010,,934293894,
,2011,,944029797,
,2012,,953741209,
,2013,,963367755,
,2014,,972890539,
,2015,,982256771,
,2016,,991580857,
,2017,,1000714164,
,2018,,1009489473,
,2019,,1017894603,
,2020,,1024463737,
,2021,,1029207261,
,2022,,1034848561,
,2023,,1041794257,
AND,-10000,,25,
AND,-9000,,34,
AND,-8000,,45,
AND,-7000,,61,
AND,-6000,,81,
AND,-5000,,110,
AND,-4000,,153,
AND,-3000,,220,
AND,-2000,,340,
AND,-1000,,595,
AND,0,,1219,
AND,100,,1243,
AND,200,,1269,
AND,300,,1295,
AND,400,,1321,
AND,500,,1348,
AND,600,,1376,
AND,700,,1404,
AND,800,,1432,
AND,900,,1462,
AND,1000,,1492,
AND,1100,,1522,
AND,1200,,1553,
AND,1300,,1585,
AND,1400,,1617,
AND,1500,,1650,
AND,1600,,1684,
AND,1700,,1718,
AND,1710,,1809,
AND,1720,,1904,
AND,1730,,2004,
AND,1740,,2110,
AND,1750,,2221,
AND,1760,,2338,
AND,1770,,2461,
AND,1780,,2590,
AND,1790,,2727,
AND,1800,,2654,
AND,1801,,2654,
AND,1802,,2654,
AND,1803,,2654,
AND,1804,,2654,
AND,1805,,2654,
AND,1806,,2654,
AND,1807,,2654,
AND,1808,,2654,
AND,1809,,2654,
AND,1810,,2654,
AND,1811,,2654,
AND,1812,,2654,
AND,1813,,2654,
AND,1814,,2654,
AND,1815,,2654,
AND,1816,,2654,
AND,1817,,2654,
AND,1818,,2654,
AND,1819,,2658,
AND,1820,,2665,
AND,1821,,2677,
AND,1822,,2692,
AND,1823,,2711,
AND,1824,,2730,
AND,1825,,2749,
AND,1826,,2769,
AND,1827,,2788,
AND,1828,,2808,
AND,1829,,2828,
AND,1830,,2848,
AND,1831,,2868,
AND,1832,,2888,
AND,1833,,2908,
AND,1834,,2929,
AND,1835,,2950,
AND,1836,,2970,
AND,1837,,2991,
AND,1838,,3013,
AND,1839,,3034,
AND,1840,,3055,
AND,1841,,3077,
AND,1842,,3099,
AND,1843,,3120,
AND,1844,,3142,
AND,1845,,3165,
AND,1846,,3187,
AND,1847,,3210,
AND,1848,,3232,
AND,1849,,3255,
AND,1850,,3278,
AND,1851,,3299,
AND,1852,,3321,
AND,1853,,3342,
AND,1854,,3364,
AND,1855,,3385,
AND,1856,,3407,
AND,1857,,3429,
AND,1858,,3451,
AND,1859,,3474,
AND,1860,,3496,
AND,1861,,3519,
AND,1862,,3541,
AND,1863,,3564,
AND,1864,,3587,
AND,1865,,3611,
AND,1866,,3634,
AND,1867,,3657,
AND,1868,,3681,
AND,1869,,3705,
AND,1870,,3729,
AND,1871,,3753,
AND,1872,,3777,
AND,1873,,3801,
AND,1874,,3826,
AND,1875,,3851,
AND,1876,,3875,
AND,1877,,3900,
AND,1878,,3926,
AND,1879,,3951,
AND,1880,,3976,
AND,1881,,4002,
AND,1882,,4028,
AND,1883,,4054,
AND,1884,,4080,
AND,1885,,4106,
AND,1886,,4133,
AND,1887,,4160,
AND,1888,,4186,
AND,1889,,4213,
AND,1890,,4241,
AND,1891,,4268,
AND,1892,,4295,
AND,1893,,4323,
AND,1894,,4351,
AND,1895,,4379,
AND,1896,,4407,
AND,1897,,4436,
AND,1898,,4464,
AND,1899,,4493,
AND,1900,,4522,
AND,1901,,4551,
AND,1902,,4581,
AND,1903,,4610,
AND,1904,,4640,
AND,1905,,4670,
AND,1906,,4700,
AND,1907,,4730,
AND,1908,,4761,
AND,1909,,4802,
AND,1910,,4855,
AND,1911,,4920,
AND,1912,,4996,
AND,1913,,5085,
AND,1914,,5176,
AND,1915,,5268,
AND,1916,,5361,
AND,1917,,5456,
AND,1918,,5557,
AND,1919,,5617,
AND,1920,,5637,
AND,1921,,5617,
AND,1922,,5557,
AND,1923,,5456,
AND,1924,,5358,
AND,1925,,5261,
AND,1926,,5166,
AND,1927,,5073,
AND,1928,,4981,
AND,1929,,4919,
AND,1930,,4885,
AND,1931,,4880,
AND,1932,,4904,
AND,1933,,4956,
AND,1934,,5009,
AND,1935,,5062,
AND,1936,,5116,
AND,1937,,5170,
AND,1938,,5225,
AND,1939,,5280,
AND,1940,,5337,
AND,1941,,5393,
AND,1942,,5450,
AND,1943,,5508,
AND,1944,,5567,
AND,1945,,5626,
AND,1946,,5686,
AND,1947,,5746,
AND,1948,,5807,
AND,1949,,5893,
AND,1950,,6018,
AND,1951,,5843,
AND,1952,,5474,
AND,1953,,5346,
AND,1954,,5623,
AND,1955,,6187,
AND,1956,,6788,
AND,1957,,7420,
AND,1958,,8090,
AND,1959,,8794,
AND,1960,,9532,
AND,1961,,10307,
AND,1962,,11107,
AND,1963,,11936,
AND,1964,,12787,
AND,1965,,13656,
AND,1966,,14649,
AND,1967,,15860,
AND,1968,,17201,
AND,1969,,18581,
AND,1970,,19999,
AND,1971,,21466,
AND,1972,,22978,
AND,1973,,24544,
AND,1974,,26153,
AND,1975,,27799,
AND,1976,,29457,
AND,1977,,31125,
AND,1978,,32758,
AND,1979,,34326,
AND,1980,,35802,
AND,1981,,37194,
AND,1982,,38785,
AND,1983,,40586,
AND,1984,,42291,
AND,1985,,43845,
AND,1986,,45758,
AND,1987,,47677,
AND,1988,,49441,
AND,1989,,50638,
AND,1990,,52616,
AND,1991,,56691,
AND,1992,,60217,
AND,1993,,63293,
AND,1994,,64631,
AND,1995,,63936,
AND,1996,,64006,
AND,1997,,64722,
AND,1998,,65400,
AND,1999,,65732,
AND,2000,,65703,
AND,2001,,65874,
AND,2002,,66528,
AND,2003,,69507,
AND,2004,,74342,
AND,2005,,77436,
AND,2006,,79609,
AND,2007,,81901,
AND,2008,,83513,
AND,2009,,83907,
AND,2010,,80727,
AND,2011,,77801,
AND,2012,,76858,
AND,2013,,75220,
AND,2014,,73755,
AND,2015,,72195,
AND,2016,,72197,
AND,2017,,73780,
AND,2018,,75181,
AND,2019,,76492,
AND,2020,,77397,
AND,2021,,78379,
AND,2022,,79722,
AND,2023,,80869,Europe
AGO,2000,26.95464,16194873,
AGO,2008,22.079582,21578656,
AGO,2018,39.294704,31297160,
AGO,-10000,,379,
AGO,-9000,,633,
AGO,-8000,,1055,
AGO,-7000,,1758,
AGO,-6000,,2930,
AGO,-5000,,4884,
AGO,-4000,,8141,
AGO,-3000,,13569,
AGO,-2000,,22615,
AGO,-1000,,37692,
AGO,0,,62820,
AGO,100,,83761,
AGO,200,,111681,
AGO,300,,148908,
AGO,400,,198544,
AGO,500,,264726,
AGO,600,,352968,
AGO,700,,470625,
AGO,800,,627500,
AGO,900,,815750,
AGO,1000,,1004000,
AGO,1100,,1171333,
AGO,1200,,1338666,
AGO,1300,,1506000,
AGO,1400,,1757000,
AGO,1500,,2008000,
AGO,1600,,2133500,
AGO,1700,,2259000,
AGO,1710,,1176526,
AGO,1720,,1192929,
AGO,1730,,1210294,
AGO,1740,,1228725,
AGO,1750,,1248342,
AGO,1760,,1269285,
AGO,1770,,1291720,
AGO,1780,,1315844,
AGO,1790,,1341893,
AGO,1800,,1567028,
AGO,1801,,1567028,
AGO,1802,,1567028,
AGO,1803,,1567028,
AGO,1804,,1567028,
AGO,1805,,1567028,
AGO,1806,,1567028,
AGO,1807,,1567028,
AGO,1808,,1567028,
AGO,1809,,1567028,
AGO,1810,,1567028,
AGO,1811,,1567028,
AGO,1812,,1567028,
AGO,1813,,1567028,
AGO,1814,,1567028,
AGO,1815,,1567028,
AGO,1816,,1567028,
AGO,1817,,1567028,
AGO,1818,,1567028,
AGO,1819,,1571640,
AGO,1820,,1580933,
AGO,1821,,1594974,
AGO,1822,,1613834,
AGO,1823,,1637584,
AGO,1824,,1661683,
AGO,1825,,1686138,
AGO,1826,,1710952,
AGO,1827,,1736131,
AGO,1828,,1761680,
AGO,1829,,1787606,
AGO,1830,,1813913,
AGO,1831,,1840608,
AGO,1832,,1867695,
AGO,1833,,1895181,
AGO,1834,,1923071,
AGO,1835,,1951372,
AGO,1836,,1980089,
AGO,1837,,2009229,
AGO,1838,,2038798,
AGO,1839,,2068802,
AGO,1840,,2099247,
AGO,1841,,2130141,
AGO,1842,,2161489,
AGO,1843,,2193299,
AGO,1844,,2225576,
AGO,1845,,2258329,
AGO,1846,,2291563,
AGO,1847,,2325287,
AGO,1848,,2359507,
AGO,1849,,2390443,
AGO,1850,,2418020,
AGO,1851,,2445025,
AGO,1852,,2468568,
AGO,1853,,2488555,
AGO,1854,,2508701,
AGO,1855,,2529007,
AGO,1856,,2549474,
AGO,1857,,2570102,
AGO,1858,,2590895,
AGO,1859,,2611894,
AGO,1860,,2633102,
AGO,1861,,2654522,
AGO,1862,,2676155,
AGO,1863,,2698003,
AGO,1864,,2720026,
AGO,1865,,2742225,
AGO,1866,,2764601,
AGO,1867,,2787156,
AGO,1868,,2809892,
AGO,1869,,2831694,
AGO,1870,,2852547,
AGO,1871,,2872435,
AGO,1872,,2891341,
AGO,1873,,2909249,
AGO,1874,,2927264,
AGO,1875,,2945386,
AGO,1876,,2963618,
AGO,1877,,2981958,
AGO,1878,,3000408,
AGO,1879,,3018954,
AGO,1880,,3037598,
AGO,1881,,3056340,
AGO,1882,,3075181,
AGO,1883,,3094120,
AGO,1884,,3113172,
AGO,1885,,3132337,
AGO,1886,,3151616,
AGO,1887,,3171010,
AGO,1888,,3190519,
AGO,1889,,3203693,
AGO,1890,,3210508,
AGO,1891,,3210945,
AGO,1892,,3204981,
AGO,1893,,3192595,
AGO,1894,,3180253,
AGO,1895,,3167955,
AGO,1896,,3155700,
AGO,1897,,3143489,
AGO,1898,,3131321,
AGO,1899,,3117320,
AGO,1900,,3101503,
AGO,1901,,3083888,
AGO,1902,,3064493,
AGO,1903,,3043335,
AGO,1904,,3022320,
AGO,1905,,3001447,
AGO,1906,,2980714,
AGO,1907,,2960121,
AGO,1908,,2939666,
AGO,1909,,2921666,
AGO,1910,,2906100,
AGO,1911,,2892945,
AGO,1912,,2882183,
AGO,1913,,2873791,
AGO,1914,,2865420,
AGO,1915,,2857070,
AGO,1916,,2848742,
AGO,1917,,2840434,
AGO,1918,,2829072,
AGO,1919,,2828420,
AGO,1920,,2838595,
AGO,1921,,2859717,
AGO,1922,,2891905,
AGO,1923,,2935284,
AGO,1924,,2979313,
AGO,1925,,3024003,
AGO,1926,,3069363,
AGO,1927,,3115404,
AGO,1928,,3162135,
AGO,1929,,3208915,
AGO,1930,,3255737,
AGO,1931,,3302592,
AGO,1932,,3349470,
AGO,1933,,3396362,
AGO,1934,,3443911,
AGO,1935,,3492126,
AGO,1936,,3541016,
AGO,1937,,3590590,
AGO,1938,,3640858,
AGO,1939,,3694824,
AGO,1940,,3752594,
AGO,1941,,3814276,
AGO,1942,,3879980,
AGO,1943,,3949820,
AGO,1944,,4020916,
AGO,1945,,4093293,
AGO,1946,,4166972,
AGO,1947,,4241977,
AGO,1948,,4318333,
AGO,1949,,4397048,
AGO,1950,,4551869,
AGO,1951,,4602567,
AGO,1952,,4651693,
AGO,1953,,4706357,
AGO,1954,,4766716,
AGO,1955,,4832775,
AGO,1956,,4904275,
AGO,1957,,4980650,
AGO,1958,,5061137,
AGO,1959,,5145107,
AGO,1960,,5231664,
AGO,1961,,5301584,
AGO,1962,,5354315,
AGO,1963,,5408334,
AGO,1964,,5464186,
AGO,1965,,5521982,
AGO,1966,,5581391,
AGO,1967,,5641810,
AGO,1968,,5702706,
AGO,1969,,5763693,
AGO,1970,,5852790,
AGO,1971,,5991114,
AGO,1972,,6174269,
AGO,1973,,6388534,
AGO,1974,,6613368,
AGO,1975,,6842952,
AGO,1976,,7074668,
AGO,1977,,7317837,
AGO,1978,,7576742,
AGO,1979,,7847207,
AGO,1980,,8133867,
AGO,1981,,8435605,
AGO,1982,,8751653,
AGO,1983,,9082985,
AGO,1984,,9425921,
AGO,1985,,9779125,
AGO,1986,,10139459,
AGO,1987,,10497863,
AGO,1988,,10861299,
AGO,1989,,11238562,
AGO,1990,,11626361,
AGO,1991,,12023532,
AGO,1992,,12423717,
AGO,1993,,12827136,
AGO,1994,,13249763,
AGO,1995,,13699780,
AGO,1996,,14170973,
AGO,1997,,14660419,
AGO,1998,,15159378,
AGO,1999,,15667235,
AGO,2001,,16747204,
AGO,2002,,17327701,
AGO,2003,,17943718,
AGO,2004,,18600426,
AGO,2005,,19291160,
AGO,2006,,20015281,
AGO,2007,,20778570,
AGO,2009,,22414775,
AGO,2010,,23294822,
AGO,2011,,24218358,
AGO,2012,,25177398,
AGO,2013,,26165616,
AGO,2014,,27160767,
AGO,2015,,28157802,
AGO,2016,,29183072,
AGO,2017,,30234836,
AGO,2019,,32375633,
AGO,2020,,33451139,
AGO,2021,,34532427,
AGO,2022,,35635028,
AGO,2023,,36749909,Africa
AIA,-7000,,1,
AIA,-6000,,3,
AIA,-5000,,7,
AIA,-4000,,14,
AIA,-3000,,29,
AIA,-2000,,58,
AIA,-1000,,116,
AIA,0,,233,
AIA,100,,254,
AIA,200,,278,
AIA,300,,303,
AIA,400,,330,
AIA,500,,361,
AIA,600,,393,
AIA,700,,429,
AIA,800,,468,
AIA,900,,511,
AIA,1000,,557,
AIA,1100,,608,
AIA,1200,,663,
AIA,1300,,724,
AIA,1400,,790,
AIA,1500,,861,
AIA,1600,,940,
AIA,1700,,1025,
AIA,1710,,1139,
AIA,1720,,1266,
AIA,1730,,1406,
AIA,1740,,1585,
AIA,1750,,1763,
AIA,1760,,1941,
AIA,1770,,2119,
AIA,1780,,2298,
AIA,1790,,2476,
AIA,1800,,2654,
AIA,1810,,2832,
AIA,1820,,3010,
AIA,1830,,3100,
AIA,1840,,2950,
AIA,1850,,3071,
AIA,1860,,2965,
AIA,1870,,2815,
AIA,1880,,3160,
AIA,1890,,3650,
AIA,1900,,3980,
AIA,1910,,4160,
AIA,1920,,4187,
AIA,1930,,4994,
AIA,1940,,5533,
AIA,1950,,5022,
AIA,1951,,5229,
AIA,1952,,5389,
AIA,1953,,5522,
AIA,1954,,5668,
AIA,1955,,5763,
AIA,1956,,5802,
AIA,1957,,5823,
AIA,1958,,5819,
AIA,1959,,5800,
AIA,1960,,5801,
AIA,1961,,5846,
AIA,1962,,5899,
AIA,1963,,5943,
AIA,1964,,5994,
AIA,1965,,6040,
AIA,1966,,6095,
AIA,1967,,6150,
AIA,1968,,6207,
AIA,1969,,6257,
AIA,1970,,6324,
AIA,1971,,6376,
AIA,1972,,6427,
AIA,1973,,6466,
AIA,1974,,6502,
AIA,1975,,6519,
AIA,1976,,6545,
AIA,1977,,6567,
AIA,1978,,6587,
AIA,1979,,6602,
AIA,1980,,6612,
AIA,1981,,6628,
AIA,1982,,6653,
AIA,1983,,6672,
AIA,1984,,6764,
AIA,1985,,6978,
AIA,1986,,7245,
AIA,1987,,7519,
AIA,1988,,7807,
AIA,1989,,8116,
AIA,1990,,8422,
AIA,1991,,8728,
AIA,1992,,9005,
AIA,1993,,9252,
AIA,1994,,9489,
AIA,1995,,9738,
AIA,1996,,10000,
AIA,1997,,10278,
AIA,1998,,10557,
AIA,1999,,10864,
AIA,2000,,11196,
AIA,2001,,11497,
AIA,2002,,11714,
AIA,2003,,11903,
AIA,2004,,12092,
AIA,2005,,12290,
AIA,2006,,12493,
AIA,2007,,12697,
AIA,2008,,12911,
AIA,2009,,13138,
AIA,2010,,13372,
AIA,2011,,13593,
AIA,2012,,13401,
AIA,2013,,13272,
AIA,2014,,13748,
AIA,2015,,14235,
AIA,2016,,14344,
AIA,2017,,14450,
AIA,2018,,14747,
AIA,2019,,14845,
AIA,2020,,14864,
AIA,2021,,14503,
AIA,2022,,14202,
AIA,2023,,14435,North America
ATG,-10000,,1,
ATG,-9000,,3,
ATG,-8000,,7,
ATG,-7000,,14,
ATG,-6000,,29,
ATG,-5000,,58,
ATG,-4000,,117,
ATG,-3000,,235,
ATG,-2000,,471,
ATG,-1000,,943,
ATG,0,,1887,
ATG,100,,2059,
ATG,200,,2246,
ATG,300,,2451,
ATG,400,,2675,
ATG,500,,2920,
ATG,600,,3187,
ATG,700,,3478,
ATG,800,,3797,
ATG,900,,4145,
ATG,1000,,4525,
ATG,1100,,4941,
ATG,1200,,5396,
ATG,1300,,5894,
ATG,1400,,6438,
ATG,1500,,7035,
ATG,1600,,7688,
ATG,1700,,8404,
ATG,1710,,9335,
ATG,1720,,10369,
ATG,1730,,11518,
ATG,1740,,12794,
ATG,1750,,14212,
ATG,1760,,15787,
ATG,1770,,17537,
ATG,1780,,19480,
ATG,1790,,21640,
ATG,1800,,37000,
ATG,1801,,37000,
ATG,1802,,37000,
ATG,1803,,37000,
ATG,1804,,37000,
ATG,1805,,37000,
ATG,1806,,37000,
ATG,1807,,37000,
ATG,1808,,37000,
ATG,1809,,37000,
ATG,1810,,37000,
ATG,1811,,37000,
ATG,1812,,37000,
ATG,1813,,37000,
ATG,1814,,37000,
ATG,1815,,37000,
ATG,1816,,37000,
ATG,1817,,37000,
ATG,1818,,37000,
ATG,1819,,37000,
ATG,1820,,37000,
ATG,1821,,37000,
ATG,1822,,37000,
ATG,1823,,37000,
ATG,1824,,37000,
ATG,1825,,37000,
ATG,1826,,37000,
ATG,1827,,37000,
ATG,1828,,37000,
ATG,1829,,37000,
ATG,1830,,37000,
ATG,1831,,37000,
ATG,1832,,37000,
ATG,1833,,37000,
ATG,1834,,37000,
ATG,1835,,37000,
ATG,1836,,37000,
ATG,1837,,37000,
ATG,1838,,37000,
ATG,1839,,37000,
ATG,1840,,37000,
ATG,1841,,37000,
ATG,1842,,37000,
ATG,1843,,37000,
ATG,1844,,37000,
ATG,1845,,37000,
ATG,1846,,37000,
ATG,1847,,37000,
ATG,1848,,37000,
ATG,1849,,37000,
ATG,1850,,37000,
ATG,1851,,36992,
ATG,1852,,36985,
ATG,1853,,36977,
ATG,1854,,36970,
ATG,1855,,36962,
ATG,1856,,36955,
ATG,1857,,36947,
ATG,1858,,36940,
ATG,1859,,36891,
ATG,1860,,36802,
ATG,1861,,36673,
ATG,1862,,36503,
ATG,1863,,36293,
ATG,1864,,36085,
ATG,1865,,35877,
ATG,1866,,35671,
ATG,1867,,35466,
ATG,1868,,35263,
ATG,1869,,35099,
ATG,1870,,34974,
ATG,1871,,34889,
ATG,1872,,34843,
ATG,1873,,34836,
ATG,1874,,34829,
ATG,1875,,34822,
ATG,1876,,34815,
ATG,1877,,34808,
ATG,1878,,34801,
ATG,1879,,34832,
ATG,1880,,34903,
ATG,1881,,35013,
ATG,1882,,35162,
ATG,1883,,35351,
ATG,1884,,35540,
ATG,1885,,35731,
ATG,1886,,35923,
ATG,1887,,36116,
ATG,1888,,36309,
ATG,1889,,36423,
ATG,1890,,36455,
ATG,1891,,36408,
ATG,1892,,36280,
ATG,1893,,36071,
ATG,1894,,35864,
ATG,1895,,35658,
ATG,1896,,35453,
ATG,1897,,35249,
ATG,1898,,35047,
ATG,1899,,34822,
ATG,1900,,34575,
ATG,1901,,34307,
ATG,1902,,34017,
ATG,1903,,33707,
ATG,1904,,33399,
ATG,1905,,33095,
ATG,1906,,32793,
ATG,1907,,32493,
ATG,1908,,32197,
ATG,1909,,31919,
ATG,1910,,31659,
ATG,1911,,31417,
ATG,1912,,31193,
ATG,1913,,30985,
ATG,1914,,30780,
ATG,1915,,30575,
ATG,1916,,30373,
ATG,1917,,30171,
ATG,1918,,29977,
ATG,1919,,29841,
ATG,1920,,29765,
ATG,1921,,29746,
ATG,1922,,29786,
ATG,1923,,29884,
ATG,1924,,29982,
ATG,1925,,30081,
ATG,1926,,30179,
ATG,1927,,30279,
ATG,1928,,30378,
ATG,1929,,30646,
ATG,1930,,31089,
ATG,1931,,31712,
ATG,1932,,32522,
ATG,1933,,33525,
ATG,1934,,34559,
ATG,1935,,35624,
ATG,1936,,36723,
ATG,1937,,37855,
ATG,1938,,39022,
ATG,1939,,40042,
ATG,1940,,40909,
ATG,1941,,41617,
ATG,1942,,42158,
ATG,1943,,42526,
ATG,1944,,42897,
ATG,1945,,43272,
ATG,1946,,43650,
ATG,1947,,44031,
ATG,1948,,44416,
ATG,1949,,44883,
ATG,1950,,45462,
ATG,1951,,46444,
ATG,1952,,47416,
ATG,1953,,48400,
ATG,1954,,49392,
ATG,1955,,50395,
ATG,1956,,51400,
ATG,1957,,52426,
ATG,1958,,53473,
ATG,1959,,54549,
ATG,1960,,55621,
ATG,1961,,56554,
ATG,1962,,57351,
ATG,1963,,58157,
ATG,1964,,59035,
ATG,1965,,59987,
ATG,1966,,60911,
ATG,1967,,61857,
ATG,1968,,62832,
ATG,1969,,63832,
ATG,1970,,64549,
ATG,1971,,64747,
ATG,1972,,64631,
ATG,1973,,64362,
ATG,1974,,64074,
ATG,1975,,63856,
ATG,1976,,63779,
ATG,1977,,63882,
ATG,1978,,64055,
ATG,1979,,64297,
ATG,1980,,64531,
ATG,1981,,64686,
ATG,1982,,64802,
ATG,1983,,64952,
ATG,1984,,64899,
ATG,1985,,64606,
ATG,1986,,64292,
ATG,1987,,63964,
ATG,1988,,63641,
ATG,1989,,63346,
ATG,1990,,63087,
ATG,1991,,63406,
ATG,1992,,64422,
ATG,1993,,65601,
ATG,1994,,66860,
ATG,1995,,68210,
ATG,1996,,69629,
ATG,1997,,71071,
ATG,1998,,72430,
ATG,1999,,73681,
ATG,2000,,74929,
ATG,2001,,76082,
ATG,2002,,77049,
ATG,2003,,77896,
ATG,2004,,78734,
ATG,2005,,79628,
ATG,2006,,80619,
ATG,2007,,81716,
ATG,2008,,82926,
ATG,2009,,84193,
ATG,2010,,85337,
ATG,2011,,86350,
ATG,2012,,87275,
ATG,2013,,88074,
ATG,2014,,88784,
ATG,2015,,89421,
ATG,2016,,89980,
ATG,2017,,90483,
ATG,2018,,90942,
ATG,2019,,91377,
ATG,2020,,91864,
ATG,2021,,92358,
ATG,2022,,92850,
ATG,2023,,93331,North America
ARG,-10000,,27969,
ARG,-9000,,31500,
ARG,-8000,,35528,
ARG,-7000,,40137,
ARG,-6000,,45423,
ARG,-5000,,51504,
ARG,-4000,,58520,
ARG,-3000,,66641,
ARG,-2000,,76074,
ARG,-1000,,87072,
ARG,0,,100000,
ARG,100,,110000,
ARG,200,,120000,
ARG,300,,130000,
ARG,400,,140000,
ARG,500,,150000,
ARG,600,,160000,
ARG,700,,170000,
ARG,800,,180000,
ARG,900,,190000,
ARG,1000,,200000,
ARG,1100,,220000,
ARG,1200,,240000,
ARG,1300,,260000,
ARG,1400,,280000,
ARG,1500,,300000,
ARG,1600,,300000,
ARG,1700,,300000,
ARG,1710,,300000,
ARG,1720,,300000,
ARG,1730,,300000,
ARG,1740,,300000,
ARG,1750,,300000,
ARG,1760,,300000,
ARG,1770,,300000,
ARG,1780,,300000,
ARG,1790,,300000,
ARG,1800,,534000,
ARG,1801,,519565,
ARG,1802,,505520,
ARG,1803,,491855,
ARG,1804,,478559,
ARG,1805,,465622,
ARG,1806,,453035,
ARG,1807,,440789,
ARG,1808,,428873,
ARG,1809,,417280,
ARG,1810,,419661,
ARG,1811,,422044,
ARG,1812,,429196,
ARG,1813,,441120,
ARG,1814,,453376,
ARG,1815,,465972,
ARG,1816,,478918,
ARG,1817,,492224,
ARG,1818,,505900,
ARG,1819,,518837,
ARG,1820,,530996,
ARG,1821,,542336,
ARG,1822,,552814,
ARG,1823,,562385,
ARG,1824,,572122,
ARG,1825,,582027,
ARG,1826,,592104,
ARG,1827,,602355,
ARG,1828,,612784,
ARG,1829,,623653,
ARG,1830,,634974,
ARG,1831,,646761,
ARG,1832,,659027,
ARG,1833,,671785,
ARG,1834,,684790,
ARG,1835,,698047,
ARG,1836,,711561,
ARG,1837,,725336,
ARG,1838,,739378,
ARG,1839,,756337,
ARG,1840,,776366,
ARG,1841,,799625,
ARG,1842,,826281,
ARG,1843,,856507,
ARG,1844,,887839,
ARG,1845,,920317,
ARG,1846,,953983,
ARG,1847,,988880,
ARG,1848,,1025054,
ARG,1849,,1058278,
ARG,1850,,1088372,
ARG,1851,,1115018,
ARG,1852,,1138141,
ARG,1853,,1157536,
ARG,1854,,1177263,
ARG,1855,,1197325,
ARG,1856,,1217730,
ARG,1857,,1238482,
ARG,1858,,1259588,
ARG,1859,,1285058,
ARG,1860,,1315097,
ARG,1861,,1349915,
ARG,1862,,1389733,
ARG,1863,,1434777,
ARG,1864,,1481281,
ARG,1865,,1529293,
ARG,1866,,1578860,
ARG,1867,,1630034,
ARG,1868,,1682867,
ARG,1869,,1737244,
ARG,1870,,1793208,
ARG,1871,,1850807,
ARG,1872,,1910088,
ARG,1873,,1971098,
ARG,1874,,2034058,
ARG,1875,,2099028,
ARG,1876,,2166073,
ARG,1877,,2235260,
ARG,1878,,2306657,
ARG,1879,,2380335,
ARG,1880,,2456365,
